id,name,time,other names,类型
A267,降世神通：最后的气宗 第二季,['2006年3月17日'],['Book Two: Earth'],"['奇幻', '战斗', '搞笑', '动作', '子供向', '冒险']"
A268,高分少女 EXTRA STAGE,none,none,"['恋爱', '青春', '搞笑', '校园', '3D', '爱情']"
A269,玛丽和马克思,none,['玛丽和马科斯'],"['友情', '治愈', '致郁']"
A270,日常 ETV版,['2012年1月7日'],['日常 ディレクターズカット版'],"['日常', '搞笑', '治愈', '萌', '百合', '校园']"
A271,交响情人梦Finale,['2010年1月14日'],['交响情人梦 完结篇'],"['恋爱', '搞笑', '治愈', '校园', '爱情']"
A272,少年同盟,['2011年10月3日'],none,"['治愈', '友情', '校园', '青春', '日常']"
A273,魔术师,none,['The Illusionist'],"['治愈', '致郁']"
A274,南方公园 第15季,['2011年04月27日'],none,['搞笑']
A275,苍穹之法芙娜 EXODUS 第2期,['2015年10月2日'],['苍穹的法芙娜 exodus 第二期'],"['科幻', '机战', '战斗']"
A276,剑风传奇,['2016年7月1日'],['剑风传奇(2016)'],"['热血', '3D', '战斗', '奇幻', '冒险']"
A277,玲音,['1998年7月6日'],['铃音'],"['科幻', '百合']"
A278,校园迷糊大王 二学期,['2006年4月2日'],['School Rumble 2'],"['校园', '搞笑', '恋爱', '欢乐', '青春', '日常']"
A279,有顶天家族,['2013年7月7日'],none,"['治愈', '奇幻', '日常', '搞笑']"
A280,阿基拉,none,['アキラ'],['科幻']
A281,THE BIG-O,['1999年10月13日'],['THE BIG O'],"['科幻', '机战']"
A282,超时空要塞Plus,none,['Macross Plus'],"['科幻', '机战']"
A283,天元突破红莲螺岩 红莲篇,none,['天元突破剧场版 红莲篇'],"['热血', '战斗', '机战', '科幻']"
A284,灵异E接触,['2011年1月10日'],['灵异E计划'],"['搞笑', '科幻']"
A285,机动警察,['1989年10月11日'],['Mobile Police PATLABOR'],"['科幻', '搞笑']"
A286,游戏王－怪兽之决斗,['2000年4月18日'],['游☆戏☆王－怪兽之决斗'],"['热血', '战斗']"
A287,怪诞小镇 第一季,['2012年06月16日'],none,"['奇幻', '搞笑', '日常', '欢乐']"
A288,剑风传奇 黄金时代篇III 降临,none,['Berserk The Golden AGE ARC III - The Descent'],"['战斗', '奇幻', '血腥', '猎奇', '热血']"
A289,寻梦环游记,none,['可可人生奇遇'],"['治愈', '3D', '奇幻', '催泪']"
A290,来自深渊 深邃的魂之黎明,none,['来自深渊 深沉灵魂的黎明'],"['奇幻', '冒险', '致郁', '猎奇', '战斗', '治愈']"
A291,高分少女,['2018年7月13日'],['High Score Girl'],"['恋爱', '搞笑', '青春', '校园', '3D', '日常']"
A292,银魂剧场版 完结篇 万事屋永不落,none,none,"['搞笑', '热血', '战斗']"
A293,侧耳倾听,none,['Whisper of the Heart'],"['青春', '治愈', '恋爱', '励志', '爱情']"
A294,鲁邦三世：卡里奥斯特罗城,none,['The Castle of Cagliostro'],['搞笑']
A295,怪医黑杰克 OVA,none,['Black Jack OVA'],[]
A296,全金属狂潮 The Second Raid,['2005年7月13日'],['全金属狂潮第三季'],"['科幻', '机战', '搞笑', '战斗', '校园']"
A297,黑礁,['2006年4月8日'],none,"['战斗', '热血', '动作']"
A298,幻想曲2000,none,none,['奇幻']
A299,人类衰退之后,['2012年7月1日'],['人衰退'],"['治愈', '奇幻', '猎奇', '搞笑', '萌']"
A300,监狱兔 第四季,['2011年3月1日'],['ウサビッチ'],"['搞笑', '3D']"
A301,搞笑漫画日和3,['2008年3月17日'],['搞笑漫画日和 第3期'],['搞笑']
A302,月刊少女野崎君,['2014年7月6日'],['Gekkan Shoujo Nozaki-kun'],"['搞笑', '纯爱', '萌', '校园', '恋爱', '日常', '治愈', '青春']"
A303,小马驹G4 第四季,['2013年11月23日'],['小马驹'],"['萌', '搞笑', '日常', '百合', '治愈']"
A304,佐贺偶像是传奇,['2018年10月4日'],['偶像大尸'],"['搞笑', '恐怖', '治愈', '励志', '百合', '猎奇']"
A305,剧场版 空之境界 第二章 杀人考察（前）,none,['the Garden of sinners: ......and nothing heart.'],"['奇幻', '战斗']"
A306,王立宇宙军 欧尼亚米斯之翼,none,none,['科幻']
A307,勇者王GaoGaiGar Final Grand Glorious Gathering,['2005年4月11日'],none,"['机战', '热血']"
A308,伤物语II 热血篇,none,['傷物語 Ⅱ 熱血篇'],"['奇幻', '战斗', '后宫']"
A309,圣母在上 第3季,none,['圣母玛莉亚注视著 第3季'],"['百合', '治愈', '校园']"
A310,Fate/stay night [Heaven's Feel] II.lost butterfly,none,['命运之夜——天之杯2：迷失之蝶'],"['战斗', '奇幻', '恋爱', '热血']"
A311,银魂剧场版 新译红樱篇,none,['げきじょうばん ぎんたま しんやくべにざくらへん'],"['热血', '搞笑', '战斗']"
A312,热带雨林的爆笑生活,['2001年4月3日'],none,"['搞笑', '日常']"
A313,搞笑漫画日和2,['2006年8月5日'],['搞笑漫画日和 第2期'],['搞笑']
A314,超智游戏,['2008年10月7日'],"['ONE OUTS Nobody wins, but I!']","['运动', '悬疑']"
A315,剑豪生死斗,['2007年7月19日'],['Shigurui'],"['血腥', '战斗']"
A316,少女☆歌剧 Revue Starlight,['2018年7月12日'],none,"['百合', '战斗', '奇幻', '校园']"
A317,最终流放,['2003年4月7日'],['ラストエグザイル'],"['科幻', '机战']"
A318,AIR 夏季篇,['2005年8月28日'],none,"['催泪', '治愈', '恋爱', '奇幻']"
A319,魔法少女奈叶 The MOVIE 2nd A’s,none,none,"['百合', '战斗']"
A320,马男波杰克2,['2015年7月17日'],none,"['致郁', '搞笑']"
A321,希德尼娅的骑士 第九惑星战役,['2015年4月10日'],['Knights of Sidonia: Battle for Planet Nine'],"['科幻', '3D', '机战', '后宫', '战斗']"
A322,少女与战车 最终章 第1话,none,none,"['百合', '战斗', '热血', '萌', '搞笑']"
A323,数码兽驯兽师,['2001年4月1日'],['数码暴龙03驯兽师之王'],"['热血', '科幻']"
A324,神枪少女,['2003年10月8日'],['ガンスリンガー・ガール'],"['科幻', '致郁', '战斗', '治愈']"
A325,夏娃的时间,['2008年8月1日'],['Time of Eve'],"['科幻', '治愈']"
A326,幸运星 OVA,none,['Raki☆Suta OVA'],"['萌', '搞笑', '日常', '百合', '校园']"
A327,夏娃的时间 剧场版,none,['イヴの時間 ファーストシーズン剧场版'],"['科幻', '治愈']"
A328,剧场版 魔法少女小圆 剧场版 [前篇] 起始的物语,none,['魔法少女小圆 [前篇] 起始的故事'],"['百合', '治愈', '战斗', '奇幻', '致郁']"
A329,李献计历险记,['2009年12月7日'],['OTAKU之恋'],"['穿越', '爱情', '恋爱', '科幻', '搞笑']"
A330,进击的巨人 第二季,['2017年4月1日'],['自由之翼'],"['热血', '战斗', '奇幻', '猎奇']"
A331,猎人 OVA3,none,['HUNTER×HUNTER G・I Final （OVA第3期）'],"['热血', '战斗', '冒险', '奇幻']"
A332,猎人 OVA2,none,['HUNTER×HUNTER GREED ISLAND （OVA第2期）'],"['热血', '战斗', '冒险', '奇幻']"
A333,月色真美,['2017年4月6日'],"['as the moon, so beautiful.']","['恋爱', '校园', '青春', '纯爱', '日常', '治愈', '爱情']"
A334,马男波杰克,['2014年8月22日'],none,"['致郁', '搞笑']"
A335,南方公园 第17季,['2013年9月25日'],none,['搞笑']
A336,幽游白书,['1992年10月10日'],['ゆうゆうはくしょ'],"['热血', '战斗', '奇幻']"
A337,草莓棉花糖,['2005年7月14日'],['Ichigo Mashimaro'],"['萌', '治愈', '百合', '日常', '搞笑']"
A338,TIGER &amp; BUNNY,['2011年4月2日'],['老虎和兔子'],"['热血', '科幻']"
A339,心理测量者,['2012年10月11日'],['PSYCHO-PASS'],"['科幻', '战斗', '悬疑']"
A340,赌博默示录 破戒录篇,['2011年4月5日'],['逆境无赖开司 破戒录篇'],['悬疑']
A341,热带雨林的爆笑生活FINAL,none,none,"['搞笑', '日常']"
A342,重金属摇滚双面人,none,['底特律金属城'],"['搞笑', '猎奇']"
A343,剧场版 空之境界 未来福音,none,['the Garden of sinners: recalled out summer'],"['奇幻', '战斗']"
A344,鲁邦三世,['2015年8月30日（意大利）'],['鲁邦三世 第四期'],['搞笑']
A345,兽娘动物园,['2017年1月10日'],['动物朋友'],"['3D', '萌', '百合', '治愈', '奇幻', '科幻', '子供向', '搞笑']"
A346,妖精森林的小不点,['2018年1月12日'],['白明和御子地'],"['治愈', '日常', '奇幻', '萌', '百合', '美食']"
A347,辉夜大小姐想让我告白～天才们的恋爱头脑战～,['2019年1月12日'],['辉夜姬想让人告白～天才们的恋爱头脑战～'],"['恋爱', '搞笑', '校园', '日常', '青春']"
A348,哈尔的移动城堡,none,"[""Howl's Moving Castle""]","['奇幻', '恋爱', '治愈']"
A349,热带雨林的爆笑生活DELUXE,none,none,"['搞笑', '日常']"
A350,狼与香辛料,['2008年1月8日'],none,"['治愈', '恋爱', '奇幻', '萌']"
A351,偶像大师 剧场版 向着光辉的彼岸！,none,['偶像大师剧场版 走向光辉的未来'],"['百合', '励志']"
A352,现视研2,['2007年10月9日'],none,"['校园', '青春', '日常', '搞笑']"
A353,听到涛声,['1993年5月5日'],['听见涛声'],"['青春', '爱情', '校园', '恋爱']"
A354,秀逗魔导士,['1995年4月7日'],['Slayers'],"['搞笑', '奇幻']"
A355,飞出个未来 第1季,['1999-03-28'],['乃出个未来 第1季'],"['科幻', '搞笑']"
A356,寄生兽 生命的准则,['2014年10月8日'],['Kiseijuu: Sei no Kakuritsu'],"['猎奇', '科幻', '战斗', '奇幻', '热血', '血腥', '治愈']"
A357,续·终物语,none,['续终物语'],"['后宫', '奇幻', '青春']"
A358,命运石之门 0,['2018年4月11日'],['Steins;Gate 0'],"['科幻', '穿越', '悬疑', '恋爱']"
A359,×××HOLiC,['2006年4月6日'],['四月一日灵异事件簿'],"['穿越', '奇幻']"
A360,俗・再见绝望先生,['2008年1月5日'],none,"['校园', '搞笑', '后宫']"
A361,马男波杰克3,['2016年7月22日'],none,"['致郁', '搞笑']"
A362,星游记,['2011年10月30日'],['太空漫游记'],"['热血', '科幻', '欢乐', '战斗', '致郁', '奇幻']"
A363,剧场版 空之境界 第四章 伽蓝之洞,none,['the Garden of sinners: garan-no-dou.'],"['奇幻', '战斗']"
A364,黑礁 Roberta’s Blood Trail,none,['黑礁 第三季'],"['战斗', '热血', '动作', '冒险']"
A365,灵能百分百,['2016年7月11日'],['Mob Psycho 100'],"['搞笑', '热血', '战斗', '奇幻', '治愈']"
A366,玉子爱情故事,none,['玉子恋爱物语'],"['恋爱', '治愈', '校园', '青春', '日常', '萌', '纯爱']"
A367,乌龙派出所,['1996年6月16日'],['こち亀'],"['搞笑', '日常']"
A368,星界的纹章,['1999年1月12日'],['星界纹章'],"['科幻', '恋爱']"
A369,宝石之国,['2017年10月7日'],['Land of the Lustrous'],"['3D', '奇幻', '战斗', '百合', '致郁']"
A370,异种族风俗娘评鉴指南,['2020年1月11日'],['异种族评鉴人'],"['搞笑', '奇幻', '日常']"
A371,机动战士高达UC,none,['机动战士高达独角兽'],"['科幻', '机战']"
A372,阿滋漫画大王,['2002年4月8日'],['笑园漫画大王'],"['搞笑', '治愈', '校园', '日常']"
A373,战斗妖精雪风,none,['Sentou Yousei Yukikaze'],['科幻']
A374,摇滚新乐团,['2004年10月6日'],['ベック'],"['青春', '励志']"
A375,南方公园 第14季,['2010年3月17日'],none,['搞笑']
A376,铳墓,['2003年10月6日'],['枪墓'],"['热血', '战斗']"
A377,银河铁道999,['1978年9月14日'],none,['科幻']
A378,我们仍未知道那天所看见的花的名字。,['2011年4月14日'],['那日所见花儿之名我们仍未知晓。'],"['治愈', '催泪', '友情', '青春', '恋爱']"
A379,Kanon,['2006年10月5日'],['Kanon（京都版）'],"['催泪', '校园', '治愈', '恋爱', '后宫', '奇幻']"
A380,圣母在上 春,['2004年7月7日'],['圣母玛莉亚注视著～春～'],"['百合', '治愈', '校园']"
A381,现视研,['2004年10月10日'],['THE SOCIETY FOR THE STUDY OF MODERN VISUAL CULTURE'],"['校园', '青春', '日常', '搞笑']"
A382,再见绝望先生,['2007年7月7日'],none,"['搞笑', '后宫', '校园', '治愈']"
A383,东方活动写真馆,['2009年4月26日'],none,"['治愈', '催泪']"
A384,玉响～毕业写真～,none,['玉响～毕业照片～'],"['治愈', '百合', '日常', '校园', '青春']"
A385,圣母在上 第4季,['2009年1月3日'],none,"['百合', '治愈', '校园']"
A386,JOJO的奇妙冒险 幻影血脉,none,none,"['热血', '战斗', '奇幻']"
A387,疯狂动物城,none,['ズートピア（日）'],"['3D', '搞笑', '奇幻', '恋爱', '治愈']"
A388,×××HOLiC 笼,none,['xxxHOLiC・籠'],['奇幻']
A389,希德尼娅的骑士,['2014年4月10日'],['銀河騎士傳'],"['科幻', '3D', '机战', '后宫', '战斗']"
A390,相聚一刻,['1986年3月26日'],none,"['爱情', '搞笑', '恋爱']"
A391,拥抱！光之美少女,['2018年2月4日'],['抱Q'],['奇幻']
A392,来来猫 第二季,['2010年7月3日'],['佝偻猫'],"['治愈', '萌', '日常', '搞笑']"
A393,战国鬼才传,['2011年4月7日'],['Hyouge Mono'],[]
A394,葫芦兄弟,['1986年'],['葫芦娃'],"['奇幻', '战斗']"
A395,金田一少年事件簿,['1997年4月7日'],['金田一少年之事件簿'],['悬疑']
A396,元气囝仔,['2014年7月5日'],['Barakamon'],"['治愈', '搞笑', '日常', '萌', '励志']"
A397,第一神拳,['2000年10月3日'],none,"['热血', '战斗', '运动']"
A398,RWBY预告片,['2012年11月7日'],['红白黑黄 预告片'],"['动作', '3D', '战斗', '热血']"
A399,有顶天家族2,['2017年4月9日'],none,"['奇幻', '日常', '搞笑', '治愈']"
A400,向阳素描×蜂窝,['2012年10月4日'],['向阳素描×Honeycomb'],"['治愈', '百合', '日常', '萌', '校园', '搞笑']"
A401,魔法少女奈叶A's,['2005年10月1日'],none,"['百合', '战斗']"
A402,新世纪福音战士新剧场版：终,none,['新・福音战士剧场版:│▌'],"['科幻', '机战']"
A403,Go! Princess 光之美少女,['2015年2月1日'],['公主Q娃'],"['百合', '战斗', '奇幻']"
A404,花园墙外,['2014年11月3日'],['园墙之上'],"['治愈', '奇幻', '恐怖', '子供向']"
A405,真盖塔 世界最后之日,none,['真盖塔 世界末日'],"['科幻', '机战', '热血', '惊悚']"
A406,机动警察 东京毁灭战,none,['Mobile Police Patlabor the Movie 1'],"['科幻', '机战']"
A407,搞笑漫画日和＋,['2010年1月4日'],['ギャグマンガ日和＋'],['搞笑']
A408,鼹鼠的故事,['1957'],none,"['治愈', '子供向']"
A409,伤物语I 铁血篇,none,['伤物语 Ⅰ 铁血篇'],"['奇幻', '后宫', '战斗']"
A410,苍穹之法芙娜 RIGHT OF LEFT,['2005年12月29日'],['苍穹的法芙娜：逝者的权利'],"['催泪', '机战', '科幻']"
A411,伪物语,['2012年1月7日'],['ニセモノガタリ'],"['后宫', '奇幻']"
A412,忏・再见绝望先生,['2009年7月4日'],none,"['搞笑', '后宫']"
A413,我的三体 罗辑传,['2016-06-09'],['我的三体·第二季'],"['科幻', '3D']"
A414,魔卡少女樱 被封印的卡片,none,['Cardcaptor Sakura: The Sealed Card'],"['恋爱', '治愈', '奇幻', '战斗', '校园']"
A415,降世神通：最后的气宗 第一季,['2005年2月21日'],['Book One: Water'],"['搞笑', '奇幻', '战斗', '子供向', '热血', '动作']"
A416,放浪男孩,['2011年1月13日'],none,"['治愈', '青春', '校园']"
A417,橙路 再回到往日,none,['橙路 但愿回到过去'],['恋爱']
A418,超时空要塞Plus 剧场版,none,['劇場版 マクロスプラス'],"['科幻', '机战', '爱情', '恋爱']"
A419,名侦探柯南 贝克街的亡灵,none,['Case Closed: The Phantom of Baker Street'],['悬疑']
A420,斗牌传说,['2005年10月4日'],none,[]
A421,交响情人梦 巴黎篇,['2008年10月9日'],none,"['恋爱', '搞笑', '治愈', '爱情']"
A422,全金属狂潮,['2002年1月15日'],['惊爆危机'],"['科幻', '机战', '校园', '搞笑', '战斗']"
A423,游戏王5D's,['2008年4月2日'],none,"['热血', '科幻']"
A424,高智能方程式：SIN,none,['Cyber Formula SIN'],"['科幻', '热血']"
A425,心理测量者 新编集版,['2014年7月10日'],['PP'],"['科幻', '悬疑']"
A426,银河铁道999 剧场版,none,none,['科幻']
A427,狱・再见绝望先生,none,none,['搞笑']
A428,你看起来很好吃,none,['你好像很美味啊'],"['治愈', '萌', '催泪']"
A429,终将成为你,['2018年10月5日'],['Bloom into You'],"['百合', '恋爱', '校园', '日常', '治愈', '青春']"
A430,狼与香辛料 第二季,['2009年7月8日'],none,"['治愈', '恋爱', '奇幻', '萌']"
A431,勇者王GaoGaiGar,['1997年2月1日'],none,"['热血', '机战', '科幻']"
A432,少女与战车 最终章 第2话,none,none,"['百合', '战斗', '萌']"
A433,圣母在上,['2004年1月7日'],['圣母玛莉亚注视著'],"['百合', '治愈', '校园', '日常']"
A434,小马驹G4 第三季,['2012年11月10日'],['小马驹'],"['萌', '日常']"
A435,好想告诉你 第二季,['2011年1月4日'],['君届2'],"['治愈', '恋爱', '校园', '纯爱', '青春']"
A436,精灵宝可梦,['1997-04-01'],['神奇宝贝 无印篇'],"['战斗', '热血', '奇幻', '冒险', '萌']"
A437,剑风传奇 黄金时代篇II 多尔多雷攻略,none,['Berserk Golden Age Arc II-The Battle For Doldrey'],"['战斗', '奇幻', '热血', '血腥', '动作', '冒险']"
A438,草莓棉花糖 OVA 第1期,none,['Ichigo Mashimaro OVA'],"['治愈', '萌', '百合', '搞笑', '日常']"
A439,宇宙战舰大和号2199 第四章「银河边境的攻防」,none,['宇宙战舰大和号2199 第四章'],['科幻']
A440,魔女宅急便,none,"[""Kiki's Delivery Service""]","['治愈', '奇幻']"
A441,大~集合！小魔女DoReMi,['2001年2月4日'],['Mo~tto！Ojamajo Doremi'],['搞笑']
A442,女仆咖啡厅,['2010年10月7日'],['即使如此小镇依然转动'],"['搞笑', '日常', '治愈']"
A443,猫汤,none,none,"['奇幻', '猎奇', '致郁']"
